no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download_c2	pre_b_1h_download_c2	pre_a_2h_download_c2	pre_b_2h_download_c2
955	2011-10-28	19:54:00	2011-10-28	20:54:59	315	45	*	*	*	*	*	*	*	2011-10-28 19:54:00	2011-10-28 20:54:59	2011-10-28 18:54:00	2011-10-28 19:54:59	2011-10-28 17:54:00	2011-10-28 18:54:59	/gehme/data/soho/lasco/level_05/c2/20111028/22392191.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392197.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392186.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392192.fts
956	2011-10-28	20:54:00	2011-10-28	22:54:59	90	315	*	*	*	*	*	*	*	2011-10-28 20:54:00	2011-10-28 22:54:59	2011-10-28 19:54:00	2011-10-28 21:54:59	2011-10-28 18:54:00	2011-10-28 20:54:59	/gehme/data/soho/lasco/level_05/c2/20111028/22392196.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392211.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392191.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392201.fts
957	2011-10-28	21:54:00	2011-10-28	21:54:59	225	135	*	*	*	*	*	*	*	2011-10-28 21:54:00	2011-10-28 21:54:59	2011-10-28 20:54:00	2011-10-28 20:54:59	2011-10-28 19:54:00	2011-10-28 19:54:59	/gehme/data/soho/lasco/level_05/c2/20111028/22392201.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392201.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392196.fts	/gehme/data/soho/lasco/level_05/c2/20111028/22392197.fts
958	2011-10-29	02:54:00	2011-10-29	03:54:59	90	315	*	*	*	*	*	*	*	2011-10-29 02:54:00	2011-10-29 03:54:59	2011-10-29 01:54:00	2011-10-29 02:54:59	2011-10-29 00:54:00	2011-10-29 01:54:59	/gehme/data/soho/lasco/level_05/c2/20111029/22392226.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392231.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392223.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392227.fts
959	2011-10-29	16:54:00	2011-10-29	17:54:59	315	45	*	*	*	*	*	*	*	2011-10-29 16:54:00	2011-10-29 17:54:59	2011-10-29 15:54:00	2011-10-29 16:54:59	2011-10-29 14:54:00	2011-10-29 15:54:59	/gehme/data/soho/lasco/level_05/c2/20111029/22392300.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392306.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392293.fts	/gehme/data/soho/lasco/level_05/c2/20111029/22392301.fts
960	2011-10-30	16:54:00	2011-10-30	17:54:59	270	90	*	*	*	*	*	*	*	2011-10-30 16:54:00	2011-10-30 17:54:59	2011-10-30 15:54:00	2011-10-30 16:54:59	2011-10-30 14:54:00	2011-10-30 15:54:59	/gehme/data/soho/lasco/level_05/c2/20111030/22392424.fts	/gehme/data/soho/lasco/level_05/c2/20111030/22392430.fts	/gehme/data/soho/lasco/level_05/c2/20111030/22392417.fts	/gehme/data/soho/lasco/level_05/c2/20111030/22392425.fts
961	2011-10-31	14:54:00	2011-10-31	15:54:59	270	90	*	*	*	*	*	*	*	2011-10-31 14:54:00	2011-10-31 15:54:59	2011-10-31 13:54:00	2011-10-31 14:54:59	2011-10-31 12:54:00	2011-10-31 13:54:59	/gehme/data/soho/lasco/level_05/c2/20111031/22392536.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392541.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392533.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392537.fts
962	2011-10-31	16:54:00	2011-10-31	17:54:59	45	315	*	*	*	*	*	*	*	2011-10-31 16:54:00	2011-10-31 17:54:59	2011-10-31 15:54:00	2011-10-31 16:54:59	2011-10-31 14:54:00	2011-10-31 15:54:59	/gehme/data/soho/lasco/level_05/c2/20111031/22392548.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392554.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392541.fts	/gehme/data/soho/lasco/level_05/c2/20111031/22392549.fts
963	2011-11-01	09:54:00	2011-11-01	11:54:59	45	315	*	*	*	*	*	*	*	2011-11-01 09:54:00	2011-11-01 11:54:59	2011-11-01 08:54:00	2011-11-01 10:54:59	2011-11-01 07:54:00	2011-11-01 09:54:59	/gehme/data/soho/lasco/level_05/c2/20111101/22392635.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392648.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392630.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392643.fts
964	2011-11-01	17:54:00	2011-11-01	17:54:59	45	315	*	*	*	*	*	*	*	2011-11-01 17:54:00	2011-11-01 17:54:59	2011-11-01 16:54:00	2011-11-01 16:54:59	2011-11-01 15:54:00	2011-11-01 15:54:59	/gehme/data/soho/lasco/level_05/c2/20111101/22392676.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392676.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392672.fts	/gehme/data/soho/lasco/level_05/c2/20111101/22392673.fts
965	2011-11-02	03:54:00	2011-11-02	04:54:59	45	315	*	*	*	*	*	*	*	2011-11-02 03:54:00	2011-11-02 04:54:59	2011-11-02 02:54:00	2011-11-02 03:54:59	2011-11-02 01:54:00	2011-11-02 02:54:59	/gehme/data/soho/lasco/level_05/c2/20111102/22392726.fts	/gehme/data/soho/lasco/level_05/c2/20111102/22392734.fts	/gehme/data/soho/lasco/level_05/c2/20111102/22392721.fts	/gehme/data/soho/lasco/level_05/c2/20111102/22392726.fts
966	2011-11-03	00:54:00	2011-11-03	01:54:59	0	0	*	*	*	*	*	*	*	2011-11-03 00:54:00	2011-11-03 01:54:59	2011-11-02 23:54:00	2011-11-03 00:54:59	2011-11-02 22:54:00	2011-11-02 23:54:59	/gehme/data/soho/lasco/level_05/c2/20111102/22392833.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392838.fts	/gehme/data/soho/lasco/level_05/c2/20111102/22392829.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392834.fts
967	2011-11-03	22:54:00	2011-11-03	22:54:59	270	90	*	*	*	*	*	*	*	2011-11-03 22:54:00	2011-11-03 22:54:59	2011-11-03 21:54:00	2011-11-03 21:54:59	2011-11-03 20:54:00	2011-11-03 20:54:59	/gehme/data/soho/lasco/level_05/c2/20111103/22392947.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392948.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392938.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392938.fts
968	2011-11-04	01:54:00	2011-11-04	02:54:59	270	90	*	*	*	*	*	*	*	2011-11-04 01:54:00	2011-11-04 02:54:59	2011-11-04 00:54:00	2011-11-04 01:54:59	2011-11-03 23:54:00	2011-11-04 00:54:59	/gehme/data/soho/lasco/level_05/c2/20111104/22392955.fts	/gehme/data/soho/lasco/level_05/c2/20111104/22392959.fts	/gehme/data/soho/lasco/level_05/c2/20111103/22392951.fts	/gehme/data/soho/lasco/level_05/c2/20111104/22392955.fts
969	2011-11-05	02:54:00	2011-11-05	03:54:59	45	315	*	*	*	*	*	*	*	2011-11-05 02:54:00	2011-11-05 03:54:59	2011-11-05 01:54:00	2011-11-05 02:54:59	2011-11-05 00:54:00	2011-11-05 01:54:59	/gehme/data/soho/lasco/level_05/c2/20111105/22393076.fts	/gehme/data/soho/lasco/level_05/c2/20111105/22393081.fts	/gehme/data/soho/lasco/level_05/c2/20111105/22393073.fts	/gehme/data/soho/lasco/level_05/c2/20111105/22393077.fts
970	2011-11-06	19:54:00	2011-11-06	19:54:59	270	90	*	*	*	*	*	*	*	2011-11-06 19:54:00	2011-11-06 19:54:59	2011-11-06 18:54:00	2011-11-06 18:54:59	2011-11-06 17:54:00	2011-11-06 17:54:59	/gehme/data/soho/lasco/level_05/c2/20111106/22393289.fts	/gehme/data/soho/lasco/level_05/c2/20111106/22393290.fts	/gehme/data/soho/lasco/level_05/c2/20111106/22393284.fts	/gehme/data/soho/lasco/level_05/c2/20111106/22393285.fts
971	2011-11-08	00:54:00	2011-11-08	00:54:59	45	315	*	*	*	*	*	*	*	2011-11-08 00:54:00	2011-11-08 00:54:59	2011-11-07 23:54:00	2011-11-07 23:54:59	2011-11-07 22:54:00	2011-11-07 22:54:59	/gehme/data/soho/lasco/level_05/c2/20111107/22393440.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393441.fts	/gehme/data/soho/lasco/level_05/c2/20111107/22393436.fts	/gehme/data/soho/lasco/level_05/c2/20111107/22393437.fts
972	2011-11-08	03:54:00	2011-11-08	04:54:59	270	90	*	*	*	*	*	*	*	2011-11-08 03:54:00	2011-11-08 04:54:59	2011-11-08 02:54:00	2011-11-08 03:54:59	2011-11-08 01:54:00	2011-11-08 02:54:59	/gehme/data/soho/lasco/level_05/c2/20111108/22393453.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393461.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393448.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393453.fts
973	2011-11-08	12:54:00	2011-11-08	14:54:59	0	45	*	*	*	*	*	*	*	2011-11-08 12:54:00	2011-11-08 14:54:59	2011-11-08 11:54:00	2011-11-08 13:54:59	2011-11-08 10:54:00	2011-11-08 12:54:59	/gehme/data/soho/lasco/level_05/c2/20111108/22393502.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393511.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393497.fts	/gehme/data/soho/lasco/level_05/c2/20111108/22393507.fts
974	2011-11-09	09:54:00	2011-11-09	09:54:59	135	225	*	*	*	*	*	*	*	2011-11-09 09:54:00	2011-11-09 09:54:59	2011-11-09 08:54:00	2011-11-09 08:54:59	2011-11-09 07:54:00	2011-11-09 07:54:59	/gehme/data/soho/lasco/level_05/c2/20111109/22393597.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393597.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393592.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393593.fts
975	2011-11-09	13:54:00	2011-11-09	13:54:59	45	315	*	*	*	*	*	*	*	2011-11-09 13:54:00	2011-11-09 13:54:59	2011-11-09 12:54:00	2011-11-09 12:54:59	2011-11-09 11:54:00	2011-11-09 11:54:59	/gehme/data/soho/lasco/level_05/c2/20111109/22393619.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393619.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393614.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393615.fts
976	2011-11-09	20:54:00	2011-11-09	22:54:59	0/45	0	*	*	*	*	*	*	*	2011-11-09 20:54:00	2011-11-09 22:54:59	2011-11-09 19:54:00	2011-11-09 21:54:59	2011-11-09 18:54:00	2011-11-09 20:54:59	/gehme/data/soho/lasco/level_05/c2/20111109/22393654.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393668.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393649.fts	/gehme/data/soho/lasco/level_05/c2/20111109/22393659.fts
977	2011-11-10	04:54:00	2011-11-10	04:54:59	315/90	90	*	*	*	*	*	*	*	2011-11-10 04:54:00	2011-11-10 04:54:59	2011-11-10 03:54:00	2011-11-10 03:54:59	2011-11-10 02:54:00	2011-11-10 02:54:59	/gehme/data/soho/lasco/level_05/c2/20111110/22393694.fts	/gehme/data/soho/lasco/level_05/c2/20111110/22393695.fts	/gehme/data/soho/lasco/level_05/c2/20111110/22393687.fts	/gehme/data/soho/lasco/level_05/c2/20111110/22393687.fts
978	2011-11-11	07:54:00	2011-11-11	08:54:59	135	225	*	*	*	*	*	*	*	2011-11-11 07:54:00	2011-11-11 08:54:59	2011-11-11 06:54:00	2011-11-11 07:54:59	2011-11-11 05:54:00	2011-11-11 06:54:59	/gehme/data/soho/lasco/level_05/c2/20111111/22393831.fts	/gehme/data/soho/lasco/level_05/c2/20111111/22393837.fts	/gehme/data/soho/lasco/level_05/c2/20111111/22393824.fts	/gehme/data/soho/lasco/level_05/c2/20111111/22393832.fts
979	2011-11-11	18:54:00	2011-11-11	*	90	*	*	*	*	*	*	*	*	2011-11-11 18:54:00		2011-11-11 17:54:00	NaT	2011-11-11 16:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111111/22393882.fts	*	/gehme/data/soho/lasco/level_05/c2/20111111/22393877.fts	*
980	2011-11-12	19:54:00	2011-11-12	20:54:59	360	360	*	*	*	*	*	*	*	2011-11-12 19:54:00	2011-11-12 20:54:59	2011-11-12 18:54:00	2011-11-12 19:54:59	2011-11-12 17:54:00	2011-11-12 18:54:59	/gehme/data/soho/lasco/level_05/c2/20111112/22394011.fts	/gehme/data/soho/lasco/level_05/c2/20111112/22394017.fts	/gehme/data/soho/lasco/level_05/c2/20111112/22394006.fts	/gehme/data/soho/lasco/level_05/c2/20111112/22394012.fts
981	2011-11-13	18:54:00	2011-11-13	18:54:59	270/315	45/90	*	*	*	*	*	*	*	2011-11-13 18:54:00	2011-11-13 18:54:59	2011-11-13 17:54:00	2011-11-13 17:54:59	2011-11-13 16:54:00	2011-11-13 16:54:59	/gehme/data/soho/lasco/level_05/c2/20111113/22394130.fts	/gehme/data/soho/lasco/level_05/c2/20111113/22394131.fts	/gehme/data/soho/lasco/level_05/c2/20111113/22394125.fts	/gehme/data/soho/lasco/level_05/c2/20111113/22394126.fts
982	2011-11-14	17:54:00	2011-11-14	18:54:59	0	315	*	*	*	*	*	*	*	2011-11-14 17:54:00	2011-11-14 18:54:59	2011-11-14 16:54:00	2011-11-14 17:54:59	2011-11-14 15:54:00	2011-11-14 16:54:59	/gehme/data/soho/lasco/level_05/c2/20111114/22394249.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394255.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394244.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394250.fts
983	2011-11-14	20:54:00	2011-11-14	21:54:59	135	225	*	*	*	*	*	*	*	2011-11-14 20:54:00	2011-11-14 21:54:59	2011-11-14 19:54:00	2011-11-14 20:54:59	2011-11-14 18:54:00	2011-11-14 19:54:59	/gehme/data/soho/lasco/level_05/c2/20111114/22394264.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394269.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394259.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394265.fts
984	2011-11-14	21:54:00	2011-11-14	21:54:59	315	45	*	*	*	*	*	*	*	2011-11-14 21:54:00	2011-11-14 21:54:59	2011-11-14 20:54:00	2011-11-14 20:54:59	2011-11-14 19:54:00	2011-11-14 19:54:59	/gehme/data/soho/lasco/level_05/c2/20111114/22394269.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394269.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394264.fts	/gehme/data/soho/lasco/level_05/c2/20111114/22394265.fts
985	2011-11-15	05:54:00	2011-11-15	06:54:59	270	90	*	*	*	*	*	*	*	2011-11-15 05:54:00	2011-11-15 06:54:59	2011-11-15 04:54:00	2011-11-15 05:54:59	2011-11-15 03:54:00	2011-11-15 04:54:59	/gehme/data/soho/lasco/level_05/c2/20111115/22394311.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394317.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394306.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394312.fts
986	2011-11-15	10:54:00	2011-11-15	10:54:59	45	315	*	*	*	*	*	*	*	2011-11-15 10:54:00	2011-11-15 10:54:59	2011-11-15 09:54:00	2011-11-15 09:54:59	2011-11-15 08:54:00	2011-11-15 08:54:59	/gehme/data/soho/lasco/level_05/c2/20111115/22394338.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394339.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394331.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394331.fts
987	2011-11-15	21:54:00	2011-11-15	02:54:59	180	225	*	*	*	*	*	*	*	2011-11-15 21:54:00	2011-11-15 02:54:59	2011-11-15 20:54:00	2011-11-15 01:54:59	2011-11-15 19:54:00	2011-11-15 00:54:59	/gehme/data/soho/lasco/level_05/c2/20111115/22394391.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394295.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394386.fts	/gehme/data/soho/lasco/level_05/c2/20111115/22394291.fts
988	2011-11-16	04:54:00	2011-11-16	04:54:59	45	0	*	*	*	*	*	*	*	2011-11-16 04:54:00	2011-11-16 04:54:59	2011-11-16 03:54:00	2011-11-16 03:54:59	2011-11-16 02:54:00	2011-11-16 02:54:59	/gehme/data/soho/lasco/level_05/c2/20111116/22394428.fts	/gehme/data/soho/lasco/level_05/c2/20111116/22394429.fts	/gehme/data/soho/lasco/level_05/c2/20111116/22394421.fts	/gehme/data/soho/lasco/level_05/c2/20111116/22394421.fts
989	2011-11-17	17:54:00	2011-11-17	19:54:59	135	225	*	*	*	*	*	*	*	2011-11-17 17:54:00	2011-11-17 19:54:59	2011-11-17 16:54:00	2011-11-17 18:54:59	2011-11-17 15:54:00	2011-11-17 17:54:59	/gehme/data/soho/lasco/level_05/c2/20111117/22394619.fts	/gehme/data/soho/lasco/level_05/c2/20111117/22394630.fts	/gehme/data/soho/lasco/level_05/c2/20111117/22394614.fts	/gehme/data/soho/lasco/level_05/c2/20111117/22394625.fts
990	2011-11-17	*	2011-11-17	21:54:59	*	360	*	*	*	*	*	*	*		2011-11-17 21:54:59	NaT	2011-11-17 20:54:59	NaT	2011-11-17 19:54:59	*	/gehme/data/soho/lasco/level_05/c2/20111117/22394639.fts	*	/gehme/data/soho/lasco/level_05/c2/20111117/22394635.fts
991	2011-11-17	*	2011-11-17	23:54:59	*	45	*	*	*	*	*	*	*		2011-11-17 23:54:59	NaT	2011-11-17 22:54:59	NaT	2011-11-17 21:54:59	*	/gehme/data/soho/lasco/level_05/c2/20111117/22394653.fts	*	/gehme/data/soho/lasco/level_05/c2/20111117/22394649.fts
992	2011-11-18	*	2011-11-18	03:54:59	*	0	*	*	*	*	*	*	*		2011-11-18 03:54:59	NaT	2011-11-18 02:54:59	NaT	2011-11-18 01:54:59	*	/gehme/data/soho/lasco/level_05/c2/20111118/22394666.fts	*	/gehme/data/soho/lasco/level_05/c2/20111118/22394664.fts
993	2011-11-18	12:54:00	2011-11-18	10:54:59	315	45	*	*	*	*	*	*	*	2011-11-18 12:54:00	2011-11-18 10:54:59	2011-11-18 11:54:00	2011-11-18 09:54:59	2011-11-18 10:54:00	2011-11-18 08:54:59	/gehme/data/soho/lasco/level_05/c2/20111118/22394716.fts	/gehme/data/soho/lasco/level_05/c2/20111118/22394707.fts	/gehme/data/soho/lasco/level_05/c2/20111118/22394711.fts	/gehme/data/soho/lasco/level_05/c2/20111118/22394699.fts
994	2011-11-18	19:54:00	2011-11-18	*	225	*	*	*	*	*	*	*	*	2011-11-18 19:54:00		2011-11-18 18:54:00	NaT	2011-11-18 17:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111118/22394747.fts	*	/gehme/data/soho/lasco/level_05/c2/20111118/22394742.fts	*
995	2011-11-19	03:54:00	2011-11-19	03:54:59	315/0	45	*	*	*	*	*	*	*	2011-11-19 03:54:00	2011-11-19 03:54:59	2011-11-19 02:54:00	2011-11-19 02:54:59	2011-11-19 01:54:00	2011-11-19 01:54:59	/gehme/data/soho/lasco/level_05/c2/20111119/22394787.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394787.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394782.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394783.fts
996	2011-11-19	11:54:00	2011-11-19	11:54:59	0	45	*	*	*	*	*	*	*	2011-11-19 11:54:00	2011-11-19 11:54:59	2011-11-19 10:54:00	2011-11-19 10:54:59	2011-11-19 09:54:00	2011-11-19 09:54:59	/gehme/data/soho/lasco/level_05/c2/20111119/22394831.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394832.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394826.fts	/gehme/data/soho/lasco/level_05/c2/20111119/22394827.fts
997	2011-11-20	16:54:00	2011-11-20	18:54:59	90	315	*	*	*	*	*	*	*	2011-11-20 16:54:00	2011-11-20 18:54:59	2011-11-20 15:54:00	2011-11-20 17:54:59	2011-11-20 14:54:00	2011-11-20 16:54:59	/gehme/data/soho/lasco/level_05/c2/20111120/22394980.fts	/gehme/data/soho/lasco/level_05/c2/20111120/22394991.fts	/gehme/data/soho/lasco/level_05/c2/20111120/22394973.fts	/gehme/data/soho/lasco/level_05/c2/20111120/22394986.fts
998	2011-11-20	22:54:00	2011-11-21	00:54:59	315	45	*	*	*	*	*	*	*	2011-11-20 22:54:00	2011-11-21 00:54:59	2011-11-20 21:54:00	2011-11-20 23:54:59	2011-11-20 20:54:00	2011-11-20 22:54:59	/gehme/data/soho/lasco/level_05/c2/20111120/22395014.fts	/gehme/data/soho/lasco/level_05/c2/20111121/22395023.fts	/gehme/data/soho/lasco/level_05/c2/20111120/22395005.fts	/gehme/data/soho/lasco/level_05/c2/20111120/22395019.fts
999	2011-11-21	16:54:00	2011-11-21	16:54:59	0	0	*	*	*	*	*	*	*	2011-11-21 16:54:00	2011-11-21 16:54:59	2011-11-21 15:54:00	2011-11-21 15:54:59	2011-11-21 14:54:00	2011-11-21 14:54:59	/gehme/data/soho/lasco/level_05/c2/20111121/22395104.fts	/gehme/data/soho/lasco/level_05/c2/20111121/22395105.fts	/gehme/data/soho/lasco/level_05/c2/20111121/22395097.fts	/gehme/data/soho/lasco/level_05/c2/20111121/22395097.fts
1000	2011-11-22	02:54:00	2011-11-22	02:54:59	0	45	*	*	*	*	*	*	*	2011-11-22 02:54:00	2011-11-22 02:54:59	2011-11-22 01:54:00	2011-11-22 01:54:59	2011-11-22 00:54:00	2011-11-22 00:54:59	/gehme/data/soho/lasco/level_05/c2/20111122/22395154.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395155.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395151.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395151.fts
1001	2011-11-22	07:54:00	2011-11-22	07:54:59	90	270	*	*	*	*	*	*	*	2011-11-22 07:54:00	2011-11-22 07:54:59	2011-11-22 06:54:00	2011-11-22 06:54:59	2011-11-22 05:54:00	2011-11-22 05:54:59	/gehme/data/soho/lasco/level_05/c2/20111122/22395181.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395182.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395176.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395177.fts
1002	2011-11-22	22:54:00	2011-11-22	22:54:59	45	0	*	*	*	*	*	*	*	2011-11-22 22:54:00	2011-11-22 22:54:59	2011-11-22 21:54:00	2011-11-22 21:54:59	2011-11-22 20:54:00	2011-11-22 20:54:59	/gehme/data/soho/lasco/level_05/c2/20111122/22395257.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395258.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395248.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395248.fts
1003	2011-11-23	01:54:00	2011-11-23	01:54:59	315	45	*	*	*	*	*	*	*	2011-11-23 01:54:00	2011-11-23 01:54:59	2011-11-23 00:54:00	2011-11-23 00:54:59	2011-11-22 23:54:00	2011-11-22 23:54:59	/gehme/data/soho/lasco/level_05/c2/20111123/22395270.fts	/gehme/data/soho/lasco/level_05/c2/20111123/22395270.fts	/gehme/data/soho/lasco/level_05/c2/20111122/22395265.fts	/gehme/data/soho/lasco/level_05/c2/20111123/22395266.fts
1004	2011-11-23	*	2011-11-23	09:54:59	*	45	*	*	*	*	*	*	*		2011-11-23 09:54:59	NaT	2011-11-23 08:54:59	NaT	2011-11-23 07:54:59	*	/gehme/data/soho/lasco/level_05/c2/20111123/22395310.fts	*	/gehme/data/soho/lasco/level_05/c2/20111123/22395306.fts
1005	2011-11-24	02:54:00	2011-11-24	02:54:59	360	360	*	*	*	*	*	*	*	2011-11-24 02:54:00	2011-11-24 02:54:59	2011-11-24 01:54:00	2011-11-24 01:54:59	2011-11-24 00:54:00	2011-11-24 00:54:59	/gehme/data/soho/lasco/level_05/c2/20111124/22395397.fts	/gehme/data/soho/lasco/level_05/c2/20111124/22395398.fts	/gehme/data/soho/lasco/level_05/c2/20111124/22395394.fts	/gehme/data/soho/lasco/level_05/c2/20111124/22395394.fts
1006	2011-11-25	02:54:00	2011-11-25	08:54:59	135/315	225/0	*	*	*	*	*	*	*	2011-11-25 02:54:00	2011-11-25 08:54:59	2011-11-25 01:54:00	2011-11-25 07:54:59	2011-11-25 00:54:00	2011-11-25 06:54:59	/gehme/data/soho/lasco/level_05/c2/20111125/22395521.fts	/gehme/data/soho/lasco/level_05/c2/20111125/22395553.fts	/gehme/data/soho/lasco/level_05/c2/20111125/22395518.fts	/gehme/data/soho/lasco/level_05/c2/20111125/22395548.fts
1007	2011-11-26	07:54:00	2011-11-26	07:54:59	90	315	*	*	*	*	*	*	*	2011-11-26 07:54:00	2011-11-26 07:54:59	2011-11-26 06:54:00	2011-11-26 06:54:59	2011-11-26 05:54:00	2011-11-26 05:54:59	/gehme/data/soho/lasco/level_05/c2/20111126/22395666.fts	/gehme/data/soho/lasco/level_05/c2/20111126/22395667.fts	/gehme/data/soho/lasco/level_05/c2/20111126/22395661.fts	/gehme/data/soho/lasco/level_05/c2/20111126/22395662.fts
1008	2011-11-27	11:54:00	2011-11-27	*	90	*	*	*	*	*	*	*	*	2011-11-27 11:54:00		2011-11-27 10:54:00	NaT	2011-11-27 09:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111127/22395812.fts	*	/gehme/data/soho/lasco/level_05/c2/20111127/22395807.fts	*
1009	2011-11-27	14:54:00	2011-11-27	14:54:59	270	90	*	*	*	*	*	*	*	2011-11-27 14:54:00	2011-11-27 14:54:59	2011-11-27 13:54:00	2011-11-27 13:54:59	2011-11-27 12:54:00	2011-11-27 12:54:59	/gehme/data/soho/lasco/level_05/c2/20111127/22395825.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395826.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395822.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395822.fts
1010	2011-11-27	22:54:00	2011-11-27	23:54:59	90	315	*	*	*	*	*	*	*	2011-11-27 22:54:00	2011-11-27 23:54:59	2011-11-27 21:54:00	2011-11-27 22:54:59	2011-11-27 20:54:00	2011-11-27 21:54:59	/gehme/data/soho/lasco/level_05/c2/20111127/22395871.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395876.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395862.fts	/gehme/data/soho/lasco/level_05/c2/20111127/22395872.fts
1011	2011-11-28	07:54:00	2011-11-28	07:54:59	0/90	315	*	*	*	*	*	*	*	2011-11-28 07:54:00	2011-11-28 07:54:59	2011-11-28 06:54:00	2011-11-28 06:54:59	2011-11-28 05:54:00	2011-11-28 05:54:59	/gehme/data/soho/lasco/level_05/c2/20111128/22395914.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395915.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395909.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395910.fts
